,Text1,Text2,Text3
Text1,1.000000101327896,0.6326194663720628,0.7153026552268746
Text2,0.6326194663720628,1.000000101327896,0.7769332120336334
Text3,0.7153026552268746,0.7769332120336334,1.000000101327896
